Count;DISTRICT;HUMAN INSTINCT;TYPE OF LAND;VLAND ID;COORDINATES;_1_XY;_2_XY;_3_XY;_4_XY;Position X;Position Y;Cluster
1338;District 4 Delta;Romance;Deluxe;1306D;2256, 5840;2240, 5824;2240, 5856;2272, 5856;2272, 5824;2256.0000;5840.0000;97
1339;District 4 Delta;Romance;Deluxe;1307D;2224, 5808;2208, 5792;2208, 5824;2240, 5824;2240, 5792;2224.0000;5808.0000;97
1340;District 4 Delta;Romance;Deluxe;1308D;2224, 5840;2208, 5824;2208, 5856;2240, 5856;2240, 5824;2224.0000;5840.0000;97
1341;District 4 Delta;Romance;Deluxe;1309D;3504, 5808;3520, 5792;3520, 5824;3488, 5824;3488, 5792;3504.0000;5808.0000;98
1342;District 4 Delta;Romance;Deluxe;1310D;3504, 5840;3520, 5824;3520, 5856;3488, 5856;3488, 5824;3504.0000;5840.0000;98
1343;District 4 Delta;Romance;Deluxe;1311D;3536, 5808;3552, 5792;3552, 5824;3520, 5824;3520, 5792;3536.0000;5808.0000;98
1344;District 4 Delta;Romance;Deluxe;1312D;3536, 5840;3552, 5824;3552, 5856;3520, 5856;3520, 5824;3536.0000;5840.0000;98
1345;District 5 Omega;Vitality;Deluxe;1563D;-4560, -6736;-4544, -6720;-4544, -6752;-4576, -6752;-4576, -6720;-4560.0000;-6736.0000;161
1346;District 5 Omega;Vitality;Deluxe;1564D;-4560, -6768;-4544, -6752;-4544, -6784;-4576, -6784;-4576, -6752;-4560.0000;-6768.0000;161
1347;District 5 Omega;Vitality;Deluxe;1565D;-5120, -5440;-5104, -5424;-5104, -5456;-5136, -5456;-5136, -5424;-5120.0000;-5440.0000;162
1348;District 5 Omega;Vitality;Deluxe;1566D;-5120, -5472;-5104, -5456;-5104, -5488;-5136, -5488;-5136, -5456;-5120.0000;-5472.0000;162
1349;District 5 Omega;Vitality;Deluxe;1567D;-5088, -5440;-5072, -5424;-5072, -5456;-5104, -5456;-5104, -5424;-5088.0000;-5440.0000;162
1350;District 5 Omega;Vitality;Deluxe;1568D;-5088, -5472;-5072, -5456;-5072, -5488;-5104, -5488;-5104, -5456;-5088.0000;-5472.0000;162
1351;District 5 Omega;Vitality;Deluxe;1569D;-4416, -6608;-4400, -6592;-4400, -6624;-4432, -6624;-4432, -6592;-4416.0000;-6608.0000;163
1352;District 5 Omega;Vitality;Deluxe;1570D;-4416, -6640;-4400, -6624;-4400, -6656;-4432, -6656;-4432, -6624;-4416.0000;-6640.0000;163
1353;District 5 Omega;Vitality;Deluxe;1571D;-4384, -6608;-4368, -6592;-4368, -6624;-4400, -6624;-4400, -6592;-4384.0000;-6608.0000;163
1354;District 5 Omega;Vitality;Deluxe;1572D;-4384, -6640;-4368, -6624;-4368, -6656;-4400, -6656;-4400, -6624;-4384.0000;-6640.0000;163
1355;District 5 Omega;Vitality;Deluxe;1573D;-5296, -5536;-5280, -5520;-5280, -5552;-5312, -5552;-5312, -5520;-5296.0000;-5536.0000;164
1356;District 5 Omega;Vitality;Deluxe;1574D;-5296, -5568;-5280, -5552;-5280, -5584;-5312, -5584;-5312, -5552;-5296.0000;-5568.0000;164
1357;District 5 Omega;Vitality;Deluxe;1575D;-5264, -5536;-5248, -5520;-5248, -5552;-5280, -5552;-5280, -5520;-5264.0000;-5536.0000;164
1358;District 5 Omega;Vitality;Deluxe;1576D;-5264, -5568;-5248, -5552;-5248, -5584;-5280, -5584;-5280, -5552;-5264.0000;-5568.0000;164
1359;District 5 Omega;Vitality;Deluxe;1577D;-2448, -2448;-2464, -2464;-2464, -2432;-2432, -2432;-2432, -2464;-2448.0000;-2448.0000;165
1360;District 5 Omega;Vitality;Deluxe;1578D;-2448, -2416;-2464, -2432;-2464, -2400;-2432, -2400;-2432, -2432;-2448.0000;-2416.0000;165
1361;District 5 Omega;Vitality;Deluxe;1579D;-2480, -2448;-2496, -2464;-2496, -2432;-2464, -2432;-2464, -2464;-2480.0000;-2448.0000;165
1362;District 5 Omega;Vitality;Deluxe;1580D;-2480, -2416;-2496, -2432;-2496, -2400;-2464, -2400;-2464, -2432;-2480.0000;-2416.0000;165
1363;District 5 Omega;Vitality;Deluxe;1581D;-1920, -3744;-1936, -3760;-1936, -3728;-1904, -3728;-1904, -3760;-1920.0000;-3744.0000;166
1364;District 5 Omega;Vitality;Deluxe;1582D;-1920, -3712;-1936, -3728;-1936, -3696;-1904, -3696;-1904, -3728;-1920.0000;-3712.0000;166
1365;District 5 Omega;Vitality;Deluxe;1583D;-1952, -3744;-1968, -3760;-1968, -3728;-1936, -3728;-1936, -3760;-1952.0000;-3744.0000;166
1366;District 5 Omega;Vitality;Deluxe;1584D;-1952, -3712;-1968, -3728;-1968, -3696;-1936, -3696;-1936, -3728;-1952.0000;-3712.0000;166
1367;District 5 Omega;Vitality;Deluxe;1585D;-2624, -2576;-2640, -2592;-2640, -2560;-2608, -2560;-2608, -2592;-2624.0000;-2576.0000;167
1368;District 5 Omega;Vitality;Deluxe;1586D;-2624, -2544;-2640, -2560;-2640, -2528;-2608, -2528;-2608, -2560;-2624.0000;-2544.0000;167
1369;District 5 Omega;Vitality;Deluxe;1587D;-2656, -2576;-2672, -2592;-2672, -2560;-2640, -2560;-2640, -2592;-2656.0000;-2576.0000;167
1370;District 5 Omega;Vitality;Deluxe;1588D;-2656, -2544;-2672, -2560;-2672, -2528;-2640, -2528;-2640, -2560;-2656.0000;-2544.0000;167
1371;District 5 Omega;Vitality;Deluxe;1589D;-1744, -3648;-1760, -3664;-1760, -3632;-1728, -3632;-1728, -3664;-1744.0000;-3648.0000;168
1372;District 5 Omega;Vitality;Deluxe;1590D;-1744, -3616;-1760, -3632;-1760, -3600;-1728, -3600;-1728, -3632;-1744.0000;-3616.0000;168
1373;District 5 Omega;Vitality;Deluxe;1591D;-1776, -3648;-1792, -3664;-1792, -3632;-1760, -3632;-1760, -3664;-1776.0000;-3648.0000;168
1374;District 5 Omega;Vitality;Deluxe;1592D;-1776, -3616;-1792, -3632;-1792, -3600;-1760, -3600;-1760, -3632;-1776.0000;-3616.0000;168
1375;District 5 Omega;Vitality;Deluxe;1593D;-3840, -3784;-3824, -3800;-3824, -3768;-3856, -3768;-3856, -3800;-3840.0000;-3784.0000;169
1376;District 5 Omega;Vitality;Deluxe;1594D;-3840, -3752;-3824, -3768;-3824, -3736;-3856, -3736;-3856, -3768;-3840.0000;-3752.0000;169
1377;District 5 Omega;Vitality;Deluxe;1595D;-3808, -3784;-3792, -3800;-3792, -3768;-3824, -3768;-3824, -3800;-3808.0000;-3784.0000;169
1378;District 5 Omega;Vitality;Deluxe;1596D;-3808, -3752;-3792, -3768;-3792, -3736;-3824, -3736;-3824, -3768;-3808.0000;-3752.0000;169
1379;District 5 Omega;Vitality;Deluxe;1597D;-4016, -3648;-4000, -3664;-4000, -3632;-4032, -3632;-4032, -3664;-4016.0000;-3648.0000;170
1380;District 5 Omega;Vitality;Deluxe;1598D;-4016, -3616;-4000, -3632;-4000, -3600;-4032, -3600;-4032, -3632;-4016.0000;-3616.0000;170
1381;District 5 Omega;Vitality;Deluxe;1599D;-3984, -3648;-3968, -3664;-3968, -3632;-4000, -3632;-4000, -3664;-3984.0000;-3648.0000;170
1382;District 5 Omega;Vitality;Deluxe;1600D;-3984, -3616;-3968, -3632;-3968, -3600;-4000, -3600;-4000, -3632;-3984.0000;-3616.0000;170
1383;District 5 Omega;Vitality;Deluxe;1601D;-3312, -2448;-3296, -2464;-3296, -2432;-3328, -2432;-3328, -2464;-3312.0000;-2448.0000;171
1384;District 5 Omega;Vitality;Deluxe;1602D;-3312, -2416;-3296, -2432;-3296, -2400;-3328, -2400;-3328, -2432;-3312.0000;-2416.0000;171
1385;District 5 Omega;Vitality;Deluxe;1603D;-3280, -2448;-3264, -2464;-3264, -2432;-3296, -2432;-3296, -2464;-3280.0000;-2448.0000;171
1386;District 5 Omega;Vitality;Deluxe;1604D;-3280, -2416;-3264, -2432;-3264, -2400;-3296, -2400;-3296, -2432;-3280.0000;-2416.0000;171
1387;District 5 Omega;Vitality;Deluxe;1605D;-3136, -2576;-3120, -2592;-3120, -2560;-3152, -2560;-3152, -2592;-3136.0000;-2576.0000;172
1388;District 5 Omega;Vitality;Deluxe;1606D;-3136, -2544;-3120, -2560;-3120, -2528;-3152, -2528;-3152, -2560;-3136.0000;-2544.0000;172
1389;District 5 Omega;Vitality;Deluxe;1607D;-3104, -2576;-3088, -2592;-3088, -2560;-3120, -2560;-3120, -2592;-3104.0000;-2576.0000;172
1390;District 5 Omega;Vitality;Deluxe;1608D;-3104, -2544;-3088, -2560;-3088, -2528;-3120, -2528;-3120, -2560;-3104.0000;-2544.0000;172
1391;District 5 Omega;Vitality;Deluxe;1609D;-3312, -7472;-3296, -7456;-3296, -7488;-3328, -7488;-3328, -7456;-3312.0000;-7472.0000;173
1392;District 5 Omega;Vitality;Deluxe;1610D;-3312, -7504;-3296, -7488;-3296, -7520;-3328, -7520;-3328, -7488;-3312.0000;-7504.0000;173
1393;District 5 Omega;Vitality;Deluxe;1611D;-3280, -7472;-3264, -7456;-3264, -7488;-3296, -7488;-3296, -7456;-3280.0000;-7472.0000;173
1394;District 5 Omega;Vitality;Deluxe;1612D;-3280, -7504;-3264, -7488;-3264, -7520;-3296, -7520;-3296, -7488;-3280.0000;-7504.0000;173
1395;District 5 Omega;Vitality;Deluxe;1613D;-4016, -6272;-4000, -6256;-4000, -6288;-4032, -6288;-4032, -6256;-4016.0000;-6272.0000;174
1396;District 5 Omega;Vitality;Deluxe;1614D;-4016, -6304;-4000, -6288;-4000, -6320;-4032, -6320;-4032, -6288;-4016.0000;-6304.0000;174
1397;District 5 Omega;Vitality;Deluxe;1615D;-3984, -6272;-3968, -6256;-3968, -6288;-4000, -6288;-4000, -6256;-3984.0000;-6272.0000;174
1398;District 5 Omega;Vitality;Deluxe;1616D;-3984, -6304;-3968, -6288;-3968, -6320;-4000, -6320;-4000, -6288;-3984.0000;-6304.0000;174
1399;District 5 Omega;Vitality;Deluxe;1617D;-2448, -7472;-2464, -7456;-2464, -7488;-2432, -7488;-2432, -7456;-2448.0000;-7472.0000;175
1400;District 5 Omega;Vitality;Deluxe;1618D;-2448, -7504;-2464, -7488;-2464, -7520;-2432, -7520;-2432, -7488;-2448.0000;-7504.0000;175
1401;District 5 Omega;Vitality;Deluxe;1619D;-2480, -7472;-2496, -7456;-2496, -7488;-2464, -7488;-2464, -7456;-2480.0000;-7472.0000;175
1402;District 5 Omega;Vitality;Deluxe;1620D;-2480, -7504;-2496, -7488;-2496, -7520;-2464, -7520;-2464, -7488;-2480.0000;-7504.0000;175
1403;District 5 Omega;Vitality;Deluxe;1621D;-1744, -6272;-1760, -6256;-1760, -6288;-1728, -6288;-1728, -6256;-1744.0000;-6272.0000;176
1404;District 5 Omega;Vitality;Deluxe;1622D;-1744, -6304;-1760, -6288;-1760, -6320;-1728, -6320;-1728, -6288;-1744.0000;-6304.0000;176
1405;District 5 Omega;Vitality;Deluxe;1623D;-1776, -6272;-1792, -6256;-1792, -6288;-1760, -6288;-1760, -6256;-1776.0000;-6272.0000;176
1406;District 5 Omega;Vitality;Deluxe;1624D;-1776, -6304;-1792, -6288;-1792, -6320;-1760, -6320;-1760, -6288;-1776.0000;-6304.0000;176
1407;District 5 Omega;Vitality;Deluxe;1625D;-3504, -5808;-3520, -5792;-3520, -5824;-3488, -5824;-3488, -5792;-3504.0000;-5808.0000;177
1408;District 5 Omega;Vitality;Deluxe;1626D;-3504, -5840;-3520, -5824;-3520, -5856;-3488, -5856;-3488, -5824;-3504.0000;-5840.0000;177
1409;District 5 Omega;Vitality;Deluxe;1627D;-3536, -5808;-3552, -5792;-3552, -5824;-3520, -5824;-3520, -5792;-3536.0000;-5808.0000;177
1410;District 5 Omega;Vitality;Deluxe;1628D;-3536, -5840;-3552, -5824;-3552, -5856;-3520, -5856;-3520, -5824;-3536.0000;-5840.0000;177
1411;District 5 Omega;Vitality;Deluxe;1629D;-2256, -5808;-2240, -5792;-2240, -5824;-2272, -5824;-2272, -5792;-2256.0000;-5808.0000;178
1412;District 5 Omega;Vitality;Deluxe;1630D;-2256, -5840;-2240, -5824;-2240, -5856;-2272, -5856;-2272, -5824;-2256.0000;-5840.0000;178
1413;District 5 Omega;Vitality;Deluxe;1631D;-2224, -5808;-2208, -5792;-2208, -5824;-2240, -5824;-2240, -5792;-2224.0000;-5808.0000;178
1414;District 5 Omega;Vitality;Deluxe;1632D;-2224, -5840;-2208, -5824;-2208, -5856;-2240, -5856;-2240, -5824;-2224.0000;-5840.0000;178
1415;District 5 Omega;Vitality;Deluxe;1633D;-3504, -4112;-3520, -4128;-3520, -4096;-3488, -4096;-3488, -4128;-3504.0000;-4112.0000;179
1416;District 5 Omega;Vitality;Deluxe;1634D;-3504, -4080;-3520, -4096;-3520, -4064;-3488, -4064;-3488, -4096;-3504.0000;-4080.0000;179
1417;District 5 Omega;Vitality;Deluxe;1635D;-3536, -4112;-3552, -4128;-3552, -4096;-3520, -4096;-3520, -4128;-3536.0000;-4112.0000;179
1418;District 5 Omega;Vitality;Deluxe;1636D;-3536, -4080;-3552, -4096;-3552, -4064;-3520, -4064;-3520, -4096;-3536.0000;-4080.0000;179
1419;District 5 Omega;Vitality;Deluxe;1637D;-2256, -4112;-2240, -4128;-2240, -4096;-2272, -4096;-2272, -4128;-2256.0000;-4112.0000;180
1420;District 5 Omega;Vitality;Deluxe;1638D;-2256, -4080;-2240, -4096;-2240, -4064;-2272, -4064;-2272, -4096;-2256.0000;-4080.0000;180
1421;District 5 Omega;Vitality;Deluxe;1639D;-2224, -4112;-2208, -4128;-2208, -4096;-2240, -4096;-2240, -4128;-2224.0000;-4112.0000;180
1422;District 5 Omega;Vitality;Deluxe;1640D;-2224, -4080;-2208, -4096;-2208, -4064;-2240, -4064;-2240, -4096;-2224.0000;-4080.0000;180
1423;District 5 Omega;Vitality;Deluxe;1641D;-4784, -4838;-4800, -4854;-4800, -4822;-4768, -4822;-4768, -4854;-4784.0000;-4838.0000;181
1424;District 5 Omega;Vitality;Deluxe;1642D;-4784, -4806;-4800, -4822;-4800, -4790;-4768, -4790;-4768, -4822;-4784.0000;-4806.0000;181
1425;District 5 Omega;Vitality;Deluxe;1643D;-4816, -4838;-4832, -4854;-4832, -4822;-4800, -4822;-4800, -4854;-4816.0000;-4838.0000;181
1426;District 5 Omega;Vitality;Deluxe;1644D;-4816, -4806;-4832, -4822;-4832, -4790;-4800, -4790;-4800, -4822;-4816.0000;-4806.0000;181
1427;District 5 Omega;Vitality;Deluxe;1645D;-4784, -5082;-4800, -5066;-4800, -5098;-4768, -5098;-4768, -5066;-4784.0000;-5082.0000;182
1428;District 5 Omega;Vitality;Deluxe;1646D;-4784, -5114;-4800, -5098;-4800, -5130;-4768, -5130;-4768, -5098;-4784.0000;-5114.0000;182
1429;District 5 Omega;Vitality;Deluxe;1647D;-4816, -5082;-4832, -5066;-4832, -5098;-4800, -5098;-4800, -5066;-4816.0000;-5082.0000;182
1430;District 5 Omega;Vitality;Deluxe;1648D;-4816, -5114;-4832, -5098;-4832, -5130;-4800, -5130;-4800, -5098;-4816.0000;-5114.0000;182
1431;District 5 Omega;Vitality;Deluxe;1649D;-4592, -3184;-4576, -3200;-4576, -3168;-4608, -3168;-4608, -3200;-4592.0000;-3184.0000;183
1432;District 5 Omega;Vitality;Deluxe;1650D;-4592, -3152;-4576, -3168;-4576, -3136;-4608, -3136;-4608, -3168;-4592.0000;-3152.0000;183
1433;District 5 Omega;Vitality;Deluxe;1651D;-4560, -3184;-4544, -3200;-4544, -3168;-4576, -3168;-4576, -3200;-4560.0000;-3184.0000;183
1434;District 5 Omega;Vitality;Deluxe;1652D;-4560, -3152;-4544, -3168;-4544, -3136;-4576, -3136;-4576, -3168;-4560.0000;-3152.0000;183
1435;District 5 Omega;Vitality;Deluxe;1653D;-5120, -4480;-5104, -4496;-5104, -4464;-5136, -4464;-5136, -4496;-5120.0000;-4480.0000;184
1436;District 5 Omega;Vitality;Deluxe;1654D;-5120, -4448;-5104, -4464;-5104, -4432;-5136, -4432;-5136, -4464;-5120.0000;-4448.0000;184
1437;District 5 Omega;Vitality;Deluxe;1655D;-5088, -4480;-5072, -4496;-5072, -4464;-5104, -4464;-5104, -4496;-5088.0000;-4480.0000;184
1438;District 5 Omega;Vitality;Deluxe;1656D;-5088, -4448;-5072, -4464;-5072, -4432;-5104, -4432;-5104, -4464;-5088.0000;-4448.0000;184
1439;District 5 Omega;Vitality;Deluxe;1657D;-4416, -3312;-4400, -3328;-4400, -3296;-4432, -3296;-4432, -3328;-4416.0000;-3312.0000;185
1440;District 5 Omega;Vitality;Deluxe;1658D;-4416, -3280;-4400, -3296;-4400, -3264;-4432, -3264;-4432, -3296;-4416.0000;-3280.0000;185
1441;District 5 Omega;Vitality;Deluxe;1659D;-4384, -3312;-4368, -3328;-4368, -3296;-4400, -3296;-4400, -3328;-4384.0000;-3312.0000;185
1442;District 5 Omega;Vitality;Deluxe;1660D;-4384, -3280;-4368, -3296;-4368, -3264;-4400, -3264;-4400, -3296;-4384.0000;-3280.0000;185
1443;District 5 Omega;Vitality;Deluxe;1661D;-5296, -4384;-5280, -4400;-5280, -4368;-5312, -4368;-5312, -4400;-5296.0000;-4384.0000;186
1444;District 5 Omega;Vitality;Deluxe;1662D;-5296, -4352;-5280, -4368;-5280, -4336;-5312, -4336;-5312, -4368;-5296.0000;-4352.0000;186
1445;District 5 Omega;Vitality;Deluxe;1663D;-5264, -4384;-5248, -4400;-5248, -4368;-5280, -4368;-5280, -4400;-5264.0000;-4384.0000;186
1446;District 5 Omega;Vitality;Deluxe;1664D;-5264, -4352;-5248, -4368;-5248, -4336;-5280, -4336;-5280, -4368;-5264.0000;-4352.0000;186
1447;District 5 Omega;Vitality;Deluxe;1665D;-3984, -4944;-4000, -4928;-4000, -4960;-3968, -4960;-3968, -4928;-3984.0000;-4944.0000;187
1448;District 5 Omega;Vitality;Deluxe;1666D;-3984, -4976;-4000, -4960;-4000, -4992;-3968, -4992;-3968, -4960;-3984.0000;-4976.0000;187
1449;District 5 Omega;Vitality;Deluxe;1667D;-4016, -4944;-4032, -4928;-4032, -4960;-4000, -4960;-4000, -4928;-4016.0000;-4944.0000;187
1450;District 5 Omega;Vitality;Deluxe;1668D;-4016, -4976;-4032, -4960;-4032, -4992;-4000, -4992;-4000, -4960;-4016.0000;-4976.0000;187
1451;District 5 Omega;Vitality;Deluxe;1669D;-1744, -4944;-1760, -4928;-1760, -4960;-1728, -4960;-1728, -4928;-1744.0000;-4944.0000;188
1452;District 5 Omega;Vitality;Deluxe;1670D;-1744, -4976;-1760, -4960;-1760, -4992;-1728, -4992;-1728, -4960;-1744.0000;-4976.0000;188
1453;District 5 Omega;Vitality;Deluxe;1671D;-1776, -4944;-1792, -4928;-1792, -4960;-1760, -4960;-1760, -4928;-1776.0000;-4944.0000;188
1454;District 5 Omega;Vitality;Deluxe;1672D;-1776, -4976;-1792, -4960;-1792, -4992;-1760, -4992;-1760, -4960;-1776.0000;-4976.0000;188
1455;District 5 Omega;Vitality;Premium;  1673P;2032, 562;2048, 546;2016, 546;2016, 578;2048, 578;2032.0000;562.0000;1
1456;District 5 Omega;Vitality;Premium;  1674P;2064, 562;2080, 546;2048, 546;2048, 578;2080, 578;2064.0000;562.0000;1
1457;District 6 Sigma;Imagination;Premium;  1909P;-4912, 4398;-4928, 4414;-4896, 4414;-4896, 4382;-4928, 4382;-4912.0000;4398.0000;119
1458;District 6 Sigma;Imagination;Premium;  1910P;-4944, 4398;-4960, 4414;-4928, 4414;-4928, 4382;-4960, 4382;-4944.0000;4398.0000;119
1459;District 6 Sigma;Imagination;Premium;  1911P;-5264, 4176;-5280, 4192;-5248, 4192;-5248, 4160;-5280, 4160;-5264.0000;4176.0000;120
1460;District 6 Sigma;Imagination;Premium;  1912P;-5296, 4176;-5312, 4192;-5280, 4192;-5280, 4160;-5312, 4160;-5296.0000;4176.0000;120
1461;District 6 Sigma;Imagination;Premium;  1913P;-4736, 3268;-4752, 3284;-4720, 3284;-4720, 3252;-4752, 3252;-4736.0000;3268.0000;121
1462;District 6 Sigma;Imagination;Premium;  1914P;-4768, 3268;-4784, 3284;-4752, 3284;-4752, 3252;-4784, 3252;-4768.0000;3268.0000;121
1463;District 6 Sigma;Imagination;Premium;  1915P;-4384, 3488;-4400, 3504;-4368, 3504;-4368, 3472;-4400, 3472;-4384.0000;3488.0000;122
1464;District 6 Sigma;Imagination;Premium;  1916P;-4416, 3488;-4432, 3504;-4400, 3504;-4400, 3472;-4432, 3472;-4416.0000;3488.0000;122
1465;District 6 Sigma;Imagination;Premium;  1917P;-1104, 4732;-1120, 4748;-1088, 4748;-1088, 4716;-1120, 4716;-1104.0000;4732.0000;123
1466;District 6 Sigma;Imagination;Premium;  1918P;-1136, 4732;-1152, 4748;-1120, 4748;-1120, 4716;-1152, 4716;-1136.0000;4732.0000;123
1467;District 6 Sigma;Imagination;Premium;  1919P;-1104, 5188;-1120, 5172;-1088, 5172;-1088, 5204;-1120, 5204;-1104.0000;5188.0000;124
1468;District 6 Sigma;Imagination;Premium;  1920P;-1136, 5188;-1152, 5172;-1120, 5172;-1120, 5204;-1152, 5204;-1136.0000;5188.0000;124
1469;District 6 Sigma;Imagination;Premium;  1921P;-3632, 6248;-3648, 6232;-3616, 6232;-3616, 6264;-3648, 6264;-3632.0000;6248.0000;125
1470;District 6 Sigma;Imagination;Premium;  1922P;-3664, 6248;-3680, 6232;-3648, 6232;-3648, 6264;-3680, 6264;-3664.0000;6248.0000;125
1471;District 6 Sigma;Imagination;Premium;  1923P;-3984, 6480;-4000, 6464;-3968, 6464;-3968, 6496;-4000, 6496;-3984.0000;6480.0000;126
1472;District 6 Sigma;Imagination;Premium;  1924P;-4016, 6480;-4032, 6464;-4000, 6464;-4000, 6496;-4032, 6496;-4016.0000;6480.0000;126
1473;District 6 Sigma;Imagination;Premium;  1925P;-3456, 2532;-3472, 2548;-3440, 2548;-3440, 2516;-3472, 2516;-3456.0000;2532.0000;127
1474;District 6 Sigma;Imagination;Premium;  1926P;-3488, 2532;-3504, 2548;-3472, 2548;-3472, 2516;-3504, 2516;-3488.0000;2532.0000;127
1475;District 6 Sigma;Imagination;Premium;  1927P;-3984, 3440;-4000, 3456;-3968, 3456;-3968, 3424;-4000, 3424;-3984.0000;3440.0000;128
1476;District 6 Sigma;Imagination;Premium;  1928P;-4016, 3440;-4032, 3456;-4000, 3456;-4000, 3424;-4032, 3424;-4016.0000;3440.0000;128
1477;District 6 Sigma;Imagination;Premium;  1929P;-2304, 2532;-2288, 2548;-2320, 2548;-2320, 2516;-2288, 2516;-2304.0000;2532.0000;129
1478;District 6 Sigma;Imagination;Premium;  1930P;-2272, 2532;-2256, 2548;-2288, 2548;-2288, 2516;-2256, 2516;-2272.0000;2532.0000;129
1479;District 6 Sigma;Imagination;Premium;  1931P;-1776, 3440;-1760, 3456;-1792, 3456;-1792, 3424;-1760, 3424;-1776.0000;3440.0000;130
1480;District 6 Sigma;Imagination;Premium;  1932P;-1744, 3440;-1728, 3456;-1760, 3456;-1760, 3424;-1728, 3424;-1744.0000;3440.0000;130
1481;District 6 Sigma;Imagination;Premium;  1933P;-3376, 5934;-3360, 5918;-3392, 5918;-3392, 5950;-3360, 5950;-3376.0000;5934.0000;131
1482;District 6 Sigma;Imagination;Premium;  1934P;-3344, 5934;-3328, 5918;-3360, 5918;-3360, 5950;-3328, 5950;-3344.0000;5934.0000;131
1483;District 6 Sigma;Imagination;Premium;  1935P;-2384, 5934;-2400, 5918;-2368, 5918;-2368, 5950;-2400, 5950;-2384.0000;5934.0000;132
1484;District 6 Sigma;Imagination;Premium;  1936P;-2416, 5934;-2432, 5918;-2400, 5918;-2400, 5950;-2432, 5950;-2416.0000;5934.0000;132
1485;District 6 Sigma;Imagination;Premium;  1937P;-3376, 3986;-3360, 4002;-3392, 4002;-3392, 3970;-3360, 3970;-3376.0000;3986.0000;133
1486;District 6 Sigma;Imagination;Premium;  1938P;-3344, 3986;-3328, 4002;-3360, 4002;-3360, 3970;-3328, 3970;-3344.0000;3986.0000;133
1487;District 6 Sigma;Imagination;Premium;  1939P;-2384, 3986;-2400, 4002;-2368, 4002;-2368, 3970;-2400, 3970;-2384.0000;3986.0000;134
1488;District 6 Sigma;Imagination;Premium;  1940P;-2416, 3986;-2432, 4002;-2400, 4002;-2400, 3970;-2432, 3970;-2416.0000;3986.0000;134
1489;District 6 Sigma;Imagination;Premium;  1941P;-4656, 5188;-4640, 5172;-4672, 5172;-4672, 5204;-4640, 5204;-4656.0000;5188.0000;135
1490;District 6 Sigma;Imagination;Premium;  1942P;-4624, 5188;-4608, 5172;-4640, 5172;-4640, 5204;-4608, 5204;-4624.0000;5188.0000;135
1491;District 6 Sigma;Imagination;Premium;  1943P;-4656, 4732;-4640, 4748;-4672, 4748;-4672, 4716;-4640, 4716;-4656.0000;4732.0000;136
1492;District 6 Sigma;Imagination;Premium;  1944P;-4624, 4732;-4608, 4748;-4640, 4748;-4640, 4716;-4608, 4716;-4624.0000;4732.0000;136
1493;District 6 Sigma;Imagination;Premium;  1945P;-3984, 5120;-4000, 5104;-3968, 5104;-3968, 5136;-4000, 5136;-3984.0000;5120.0000;137
1494;District 6 Sigma;Imagination;Premium;  1946P;-4016, 5120;-4032, 5104;-4000, 5104;-4000, 5136;-4032, 5136;-4016.0000;5120.0000;137
1495;District 6 Sigma;Imagination;Premium;  1947P;-3984, 4800;-4000, 4816;-3968, 4816;-3968, 4784;-4000, 4784;-3984.0000;4800.0000;138
1496;District 6 Sigma;Imagination;Premium;  1948P;-4016, 4800;-4032, 4816;-4000, 4816;-4000, 4784;-4032, 4784;-4016.0000;4800.0000;138
1497;District 6 Sigma;Imagination;Premium;  1949P;-1776, 5120;-1760, 5104;-1792, 5104;-1792, 5136;-1760, 5136;-1776.0000;5120.0000;139
1498;District 6 Sigma;Imagination;Premium;  1950P;-1744, 5120;-1728, 5104;-1760, 5104;-1760, 5136;-1728, 5136;-1744.0000;5120.0000;139
1499;District 6 Sigma;Imagination;Premium;  1951P;-1776, 4800;-1760, 4816;-1792, 4816;-1792, 4784;-1760, 4784;-1776.0000;4800.0000;140
1500;District 6 Sigma;Imagination;Premium;  1952P;-1744, 4800;-1728, 4816;-1760, 4816;-1760, 4784;-1728, 4784;-1744.0000;4800.0000;140
1501;District 6 Sigma;Imagination;Premium;  1953P;-848, 4398;-832, 4414;-864, 4414;-864, 4382;-832, 4382;-848.0000;4398.0000;141
1502;District 6 Sigma;Imagination;Premium;  1954P;-816, 4398;-800, 4414;-832, 4414;-832, 4382;-800, 4382;-816.0000;4398.0000;141
1503;District 6 Sigma;Imagination;Premium;  1955P;-496, 4176;-480, 4192;-512, 4192;-512, 4160;-480, 4160;-496.0000;4176.0000;142
1504;District 6 Sigma;Imagination;Premium;  1956P;-464, 4176;-448, 4192;-480, 4192;-480, 4160;-448, 4160;-464.0000;4176.0000;142
